(BK)",411021,,02067901300,,02067901333,principal.sns@suryadatta.edu.in,http://www.suryadattaschool.org,2014,"Jun 16, 2014",SHEILA OKA,,"BA,MA,B.ED, PGDHRM",10,20,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SURYADATTA EDUCATION FOUNDATION
SHIVALIK PUBLIC SCHOOL,1630095,PUNJAB,NAWANSHAHR,PANCHKULA,NAWAN SAHAR PUNJAB,144514,01823,222320,222820,222620,shivaliknsr@gmail.com,http://www.shivalik.org,1980,"Jul 1, 1996",ONKAR SINGH,1,"MA, PH.D.",30,25,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",SHIVALIK EDUCATIONAL SOCIETY
GOVT BOYS SR SEC SCHOOL NO-1,2750054,DELHI,,DELHI,SHAKTI NAGAR DELHI,110007,011,23841621,27231313,,rakeshsorot@gmail.com,,1961,"Apr 1, 1991",RAKESH KUMAR SOROT,1,,,,Senior Secondary,Provisional,"Apr 1, 2008","Mar 31, 2018",DELHI ADMINISTRATION
DON BOSCO ACADEMY,330612,BIHAR,BEGUSARAI,PATNA,CHERIYABARIYARPUR BEGUSARAI BIHAR,851132,,241624,,,nitukri15bgs@gmail.com,,2011,"Mar 15, 2011",NITU KUMARI,0,"M.SC. ,   B.ED.",5,5,Secondary School,Provisional,"Apr 1, 2015","Mar 31, 2018",RAMDHARI SINGH DINKAR MEMORIAL TRUST
SCHOLARS PUBLIC SCHOOL,1630613,PUNJAB,NAWANSHAHR,PANCHKULA,"V.P.O JADLA, TEH & DISTT NAWANSHAHR,",144515,0135,254899,01352781567,01823254898,gaganrana2008@yahoo.com,,2006,"Apr 3, 2006",RANA GAGAN SINGH,2,MSC.MED.,5,10,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",Z.M.S EDUCATIONAL AND WELFARE TRUST
DAV PUBLIC SCHOOL,330076,BIHAR,SITAMARHI,PATNA,RUNNISAIDPUR GORIGAMA PO RUNISAIDPUR DISTT. SITAMARHI BIHAR,843328,0884,6226286222,220,54561,davrunnisaidpur031@gmail.com,,1992,"Jul 9, 2003",POONAM SHARMA,1,"M.SC., B.ED.",7,7,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",DAV COLLEGE MANG. COMTT. N.D.
MAHARAJA AGARSEN PUBLIC SCHOOL,530204,HARYANA,ROHTAK,PANCHKULA,"NEAR OLD BUS STAND MEHAM, ROHTAK, HARYANA",124112,01274,233528,01662277162,,rahulgarg_mhm@yahoo.co.in,http://www.mapsmeham.com,1989,"Jul 26, 2017",RAHUL GARG,1,"M.A.,B.ED.",9,42,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",AVR EDUCATIONAL SOCIETY
SEWA BHARTI SEWA DHAM VIDYA MANDIR,2130145,UTTAR PRADESH,GHAZIABAD,DEHRADUN,BAHOTA HAZIPUR POST MANDOLI DISTT.GHAZIABAD UTTAR PRADESH,271001,0732,22344705,,,indiamotherland@gmail.com,,1988,"Jun 24, 2006",RAJ KUMAR SHARMA,0,"MSC., MED.",2,14,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",SEWA BHARTI JHANDEWALAN ND
BABUJI CONVENT SCHOOL JATTARI,2131286,UTTAR PRADESH,ALIGARH,ALLAHABAD,"VILLAGE- FAJILPUR KALAN, POST-JATTARI, ALIGARH",202137,,233800,,,babujiconventschool@gmail.com,,2007,"Apr 1, 2008",RAKESH KUMAR,0,"MA,B.ED",10,8,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021","SHRI HUKAM SINGH MEMORIAL SIKSHA SAMITI JATTARI, ALIGARH"
TAGORE INTERNATIONAL SCHOOL,1630242,PUNJAB,LUDHIANA,PANCHKULA,KOHARA ROAD SANEHWAL DISTT LUDHIANA PUNJAB,141120,0161,2847980,2844348,,vinaysharma3246@rediffmail.com,http://www.davnit.com,1993,"Apr 2, 2007",VINAY SHARMA,1,MA,10,10,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",TAGORE EDUCATION BOARD
MANAK LAO PUBLIC SCHOOL,1730348,RAJASTHAN,JODHPUR,AJMER,"MANAK LAO VILLAGE & PO MANAK LAO, DISTT. JODHPUR (RAJASTHAN)",342305,0839,2213531,6637959,,kusumshekhawat_1976@yahoo.com,http://www.nitte.ac.in,1995,"Jun 15, 1995",KUSUM SHEKHAWAT,0,"B.SC, B.ED, M.ED,M.A",12,36,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",MAHARAJA PRAHLAD SINGHJI CHARITABLE TRUST
APPU ARIVAALAYEM SECONDARY SCHOOL,1930533,TAMILNADU,SALEM,CHENNAI,"APPU THOTTAM
RAKKIYAMPATTI ROAD
KONGANAPURAM VILLAGE
EDAPPADY TALUK
SALEM DISTRICT",637102,,266046,,,appuarivaalayem@gmail.com,,1998,"Jun 1, 2011",SARASWATHI GOUNDAN,0,"M.SC., B.ED., M.S.,",8,10,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",THE GIFT FOUNDATION
ST.PAUL PUBLIC SCHOOL,330547,BIHAR,BEGUSARAI,PATNA,"STATION ROAD, TEGHRA, BEGUSARAI, BIHAR",851133,,9931232729,,06279235556,principalstpaulteghra@gmail.com,,2010,"Apr 2, 2010",KAMLESH KUMAR,0,"M.A,B.ED.",10,15,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020",ST.PAUL EDUCATIONAL SOCIETY
DEVSANGHA NATIONAL SCHOOL,3430126,JHARKHAND,,PATNA,P.O. DEVSANGHA BOMPAS TOWN B. DEOGHAR JHARKHAND,814114,,292205,,,dsnsdeoghar@gmail.com,http://www.dsnsonline.edu.in,1996,"Apr 4, 2006",PANKAJ KUMAR,0,B. ED.,1,5,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",DEV SANGHA PRATISTHAN
DELHI PUBLIC SCHOOL,530663,HARYANA,YAMUNANAGAR,PANCHKULA,"BHAMBOLI, JAGADHRI AMBALA ROAD DISTT. YAMUNA NAGAR",135003,009174,213213,3554237,01732208600,principal.dpsynr@gmail.com,,2006,"Apr 2, 2007",ALBERT TEMPLE,1,"M.SC, B.ED.",11,20,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",BRILLIANT EDUCATION TRUST YAMUNA NAGAR
SHANTI IDEAL CONVENT PUBLIC SCHOOL,2730511,DELHI,,DELHI,JAL VIHAR PHASE II NEW DELHI,110059,0487,65812779,01343250214,,tntwr5@gmail.com,,1974,"Nov 25, 1974",TN TIWARI,2,M.A. B.ED.,11,26,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2019",SMT SHANTI DEVI EDU SCOEITY
BRIGHT RIDERS SCHOOL,6630074,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,DELHI,"P.O. BOX - 39665, ABU DHABI",462016,,6922000,,,principal@brightriders.ae,http://www.brightriders.ae,2013,"Apr 1, 2013",RISHIKESH PADEGAONKAR,0,PH.D ( PHYSICS /ELECRONICS),5,14,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",BRIGHT RIDERS
KENDRIYA VIDYALAYA,200026,ASSAM,MORIGAON,GUWAHATI,JAGIROAD HPC DT- MORIGAON ASSAM,782413,0497,245265,,,mrmlnayak@yahoo.co.in,,1984,"Jan 25, 2009",M LAL,1,,,,Senior Secondary,Provisional,"Apr 1, 2011","Mar 31, 2013",KENDRIYA VIDYALAYA SANGATHAN
K.JOHN PUBLIC SCHOOL,1130257,MAHARASHTRA,NAGPUR,CHENNAI,"AJNI, KHAPA ROAD, SAONER",441107,,236336,,,jobymj1@gmail.com,,2008,"Jul 7, 2008",JOBY M J,0,BSC. B.ED,7,7,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",THE MONTFORT EDUCATIONAL SOCIETY
KENDRIYA VIDYALAYA NO 1,1000014,MADHYA PRADESH,INDORE,AJMER,RESIDENCY CLUB ROAD INDORE MADHYA PRADESH,452001,0731,2701887,07312701887;9425340730,2701887,spskvs@hotmail.com,http://www.kvindore.org,1964,"Jan 25, 2009",SP SARASWAT,1,,,,Senior Secondary,Provisional,"Apr 1, 2003","Mar 31, 2008",KENDRIYA VIDYALAYA SANGATHAN
S.M.P. MODEL HIGH SCHOOL,130442,ANDHRA PRADESH,RANGAREDDY,CHENNAI,"H.NO.7-46, SAI RAM NAGAR, HYDERSHAKOTE, RAJENDRANAGAR, R.R.DIST - 91",500091,,65168898,,,jesudas.smp@gmail.com,http://www.smpmhs.com,2002,"Jun 12, 2002",JESUDAS,,"M.SC., M.ED",10,10,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019",SRI MANIK PRABHU EDUCATIONAL SOCIETY
DAY TIME SEC SCHOOL F ADULT WOMEN/,2774033,DELHI,,DELHI,OUT GIRLS EAST KIDWAI NAGAR NEW DELHI,110023,,,,,dtss.kn@ndmcmail.gov.in,,1985,"Apr 1, 1991",NISHAT KHAN,2,,,,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",N D M C
DAV MUKHYAMANTRI PUBLIC SCHOOL,3320239,CHATTISGARH,,BHUBANESWAR,"CHHA, VILL/TEH/BLOCK, POLICE STATION, DISTT NARAYAN PUR, CHHATTISGARH",494001,,9407781465,9424286282,,davmmpsorchha@gmail.com,,1970,"Apr 1, 1991",SUMAN,0,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2018",DITRECAT OF EDUCATION DELHI ADM N
"R.P.S. PUBLIC SR. SEC. SCHOOL,VILL:- SURANA, DISTT. MAHENDERGARH",531429,HARYANA,MAHINDERGARH,PANCHKULA,"VILL- SURANA,P.O- SARAI BAHADUR NAGAR,
ON NARNAUL-REWARI ROAD",123021,,248014,,01285241434,sharmavikas68@gmail.com,http://www.rpsnarnaul.edu.in/,2016,"Apr 1, 2016",VIKAS SHARMA,,"M.SC, B.ED",3,18,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020","RAO PAHLAD SINGH EDUCATION SOCIETY,MAHENDERGARH,DISTT. MAHENDERGARH"
CAPITAL PUBLIC SCHOOL,2130564,UTTAR PRADESH,MEERUT,DEHRADUN,L BLOCK TIRAHA HAPUR ROAD CHUNGI MEERUT  UTTAR PRADESH,250001,0121,8449939005,09259425157,2503019,cpsmindia@yahoo.co.in,,2000,"Apr 1, 2004",S S D SHARMA,2,"M.A., B.ED., P.G.C.T.E.",6,16,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",CAPITAL PUBLIC SCHOOL SOCIETY
SANSKAAR PUBLIC SCHOOL,1730761,RAJASTHAN,TONK,AJMER,"SANSKAAR PUBLIC SCHOOL,HOSPITAL TO NAYAGAON ROAD, PEEPLOO, DISTRICT TONK , RAJASTHAN",304801,,278230,,01435278230,drbnsharma653@gmail.com,http://www.sanskaarschoolpeeploo.com,2011,"Jul 1, 2011",BADRI NARAYAN SHARMA,,"NET, PH.D",10,5,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019","SHIV SEWA SAMITI, TONK"
DOON ICON INTERNATIONAL SCHOOL,1530194,ODISHA,GANJAM,BHUBANESWAR,"AT-BHABI NARAYANAPUR
PO-BHANJA VIHAR, BERHAMPUR, DIS(BEO)-",760007,,9238112333,,06802296490,doonintschoolbam@gmail.com,http://www.dooniconinternationalschool.org,2012,"Apr 1, 2012",NARENDRA KUMAR DAS,0,"M.SC., B. ED., PH.D",34,34,Secondary School,Provisional,"Apr 1, 2014","Mar 31, 2017",GAJANANA CHARITABLE TRUST
GARDEN VALLEY INTERNATIONAL SCHOOL,1630944,PUNJAB,FATEHGARH,PANCHKULA,"KHARAR ROAD, OPP. KHANNA HOSPITAL, BASSI PATHANA FATEHGARH PUNJAB",140412,,9878241707,,,kamalgvis@gmail.com,http://www.gvisbassi.in,2011,"Apr 2, 2012",KAMALJIT KAUR,2,"B.ED, M.A.",5,10,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020",SHAHEED BHAGAT SINGH EDUCATIONAL TRUST & MANAGEMENT SOCIETY
KENDRIYA VIDYALAYA,400038,GUJARAT,SABARKANTHA/HIMMATNAGAR,AJMER,"VIJAPUR ROAD OPP STUD FARM MEHTAPURA HIMMATNAGAR, DISTT SABARKANTHA, GUJARAT",383001,06159,223670,230366,,rahul_24024@yahoo.co.in,,1992,"Apr 1, 2005",ASHOK KUMAR RATHI,1,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",K.V.S
SARVODAYA KANYA VIDYALAYA,2762011,DELHI,,DELHI,VIVEK VIHAR DELHI,110095,011,22163114,2544454,,1001022.hos@gmail.com,,1979,"Apr 1, 1991",RITA BOKIL,2,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019",DELHI ADMN
GURU HARKRISHAN PUBLIC SCHOOL,2730091,DELHI,WEST DELHI,DELHI,"PUNJABI BAGH, DISTT WEST DELHI, NEW DELHI",110026,01374,25224201;25463758,22140824,226291,tejinderpalkaurgujral@gmail.com,,1979,"Aug 1, 2005",TEJINDER PAL KAUR GUJRAL,1,"M.A.ENGLISH LIT.,B.ED.",10,14,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2020",GURU HARKRISHNAN PUB SCHL SOCIETY
AGRASEN PUBLIC SCHOOL,531056,HARYANA,PALWAL,PANCHKULA,PUNHANA ROAD HODAL,121106,,8684946946,,,principal1122@yahoo.com,http://www.apshodal.com,2011,"Apr 1, 2011",ANIL KUMAR,2,"B.SC, B.ED",0,10,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2018",AGRASEN SHIKSHA SAMITI
GOVT. BOYS SR. SEC. SCHOOL,2754128,DELHI,SOUTH DELHI,DELHI,"JASOLA VILLAGE, SHAHEEN BAGH, NEW DELHI 110025",110076,01275,26943061,247690,,abdulnabeel@rediffmail.com,,1970,"Apr 1, 1991",ABDUL NABEEL SIDDIQUI,0,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",DIR OF EDUCATION
MARYLAND PUBLIC SCHOOL,931284,KERALA,IDUKKI,TRIVANDRUM,KALOOR P.O.,686668,,2267405,,,georgeckakkanattu3353@gmail.com,,2003,"Feb 6, 2003",GEORGE C KAKKANATTU,,"M.A., B.ED.",5,11,Middle Class,Provisional,"Apr 1, 2017","Mar 31, 2020",IYPE MEMORIAL EDUCATIONAL TRUST
INTERNATIONAL PUBLIC SCHOOL,1030722,MADHYA PRADESH,BHOPAL,AJMER,"NEAR SPORTS AUTHORITY OF INDIA, BISHENKHEDI",462044,,07556462029,,,ipssaibpl@gmail.com,http://www.ipsbhopal.com,2013,"Apr 1, 2013",CHITRA SUBRAMANIAN,0,"M.COM, M.PHIL., B.ED.",3,13,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2017","NEERAJ BHULCHANDANI & BABY MUSKAN SMARITI DHARMARTH NYAS, BHOPAL"
MOTHER TERESA MEMORIAL SCHOOL,2131031,UTTAR PRADESH,BAREILLY,ALLAHABAD,"KARGAINA, KAREILLY,",243004,0522,2430240,257256,,gracymd44@gmail.com,http://www.bareilydiocese.org,2003,"Jul 1, 2003",GRACY MD,2,"M.A., B.ED.",5,10,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022",BISHOP CONRAD DEVITO MEMORIAL CATHOLIC EDUCATION SOCIETY
RAMJAS SCHOOL,2730161,DELHI,NEW DELHI,DELHI,ANAND PARBAT NEW DELHI,110005,011,28762238,24359339,28765443,ramjasapprincipal@gmail.com,http://www.ramjasap.com,1971,"Apr 2, 1980",SANDHYA BINDAL,2,"M.A., M.ED.",10,28,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",RAMJAS FOUNDATIONS
RAJAT PUBLIC SCHOOL,2132461,UTTAR PRADESH,FAIZABAD,ALLAHABAD,"VILLAGE SAYEDPUR BHITRI, POST ZAFARGANJ, MAIN AKBARPUR MALIPUR ROAD,DIST. AMBEDKAR NAGAR",224146,,05271244744,,,rajatpublicschoolamb@gmail.com,http://www.abc.com,2014,"Apr 1, 2014",ANJALI SAMUEL,,MA BED,7,8,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2019","RAJAN EDUCATIONAL TRUST, LUCKNOW"
GOVT SEC SCHOOL,2220082,ARUNACHAL PRADESH,,GUWAHATI,MARO DAPORIJO DT- UPPER SUBANSIRI ARUNACHAL PRADESH,791122,,,,,,,,,,,,,,Secondary School,Provisional,"Apr 1, 2001","Mar 31, 2007",
GOVT HIGHER SEC SCHOOL,3320115,CHATTISGARH,,BHUBANESWAR,SALUD DURG CHHATTISGARH,,,,,,,,,,,,,,,Senior Secondary,Provisional,"Apr 1, 2001","Mar 31, 2004",
MOTI RAM ARYA MODERN PUBLIC SCHOOL,530076,HARYANA,PANCHKULA,PANCHKULA,SECTOR 7 PANCHKULA HARYANA,134108,,2596390,531690,,uskapatia@gmail.com,,1982,"Jul 1, 2005",UMA KAPATIA,1,,,,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",JHANDAMAL BIHARI CHARITABLE TRUST
"SARASWATI VIDYA MANDIR H.S. RESIDENTIAL SCHOOL,",1030672,MADHYA PRADESH,BHOPAL,AJMER,"SHARDA VIHAR, KERWA DEM ROAD, HUZUR, BHOPAL",462044,,2696645,,07552696642,rajeshtiwari1168@gmail.com,,1984,"Jul 1, 1989",RAJESH KUMAR TIWARI,0,"M.A., B.ED.",12,13,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2016",SHARDAVIHAR JANKALYAN SAMITI
RAJKIYA PRATIBHA VIKAS VIDYALAYA,2752111,DELHI,EAST DELHI,DELHI,GANDHI NAGAR DELHI,110031,011,22043771,2931828,,alkapanwar934@gmail.com,,1986,"Apr 1, 1991",ALKA PANWAR,1,,,,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",DIR. OF EDUCATION
ST. MARY'S SR SEC SCHOOL,2130008,UTTAR PRADESH,MORADABAD,DEHRADUN,CIVIL LINES MORADABAD UTTAR PRADESH,244001,,2416929,9456955199,,irine8@rediffmail.com,,1954,"Jun 24, 2009",SR IRINE R,0,,,,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",ST MARYS SOCIETY
SANTHI NIKETAN PUB SCHOOL,930324,KERALA,THRISSUR,TRIVANDRUM,IRIJALAKUDA KATTOOR ROAD THRISSUR KERALA,680121,0488,2822466,09992361005,,menonpgh@gmail.com,,1994,"Jun 25, 2007",HARISH MENON P G,1,"M.A.,B.ED.",8,11,Senior Secondary,Provisional,"Apr 1, 2018","Mar 31, 2023",SREE NARAYANA EDN SOCIETY
EKLAVYA RESIDENTIAL PUBLIC SCHOOL,1120006,MAHARASHTRA,GADCHIROLI,CHENNAI,"TUMARGUNDA, TAL. ETAPALLI, DISTRICT GADCHIROLI, MAHARASHTRA",442701,,222286,,,sndpphad@gmail.com,,,,WASUDEO KASHIRAM MADKAM,0,,,,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2018",
KENDRIYA VIDYALAYA NO 5,1600034,PUNJAB,BHATINDA,PANCHKULA,BHATINDA CANTT PUNJAB,151004,01822,2291142,21077,0499425678,mohinderchauhan2015@gmail.com,http://www.kvvidyanagar.o,1986,"Apr 1, 1991",MOHINDER SINGH,1,MSC BED,12,20,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",KENDRIYA VIDYALAYA SANGATHAN
OAKRIDGE INTERNATIONAL SCHOOL,1630894,PUNJAB,ROPAR,PANCHKULA,"KILLA NO 15/23,SWARA VILLAGE,NEAR LANDRAN,SIRHIND ROAD",140307,,6536111,09779369011,04023551599,ramanjit.ghuman@oakridge.in,http://www.oakridgeinternational.com,2012,"Apr 2, 2012",RAMANJIT GHUMAN,2,,,,Senior Secondary,Provisional,"Apr 1, 2018","Mar 31, 2020",ORANGE EDUCATIONAL SOCIETY
JRK GLOBAL SCHOOL,1930607,TAMILNADU,KANCHEEPURAM,CHENNAI,"JRK NAGAR, MARALMALAI NAGAR TOWN CENTRE 
KATTANKULATHUR",603203,,27456228,,,kayyesdee@yahoo.co.in,http://www.jrkglobalschool.com/,2011,"Jun 27, 2011",SHANTHA JAYAKUMAR,0,MA (ENG) MA (SOC) MED,5,15,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2020",JANAKI RAMACHANDRAN EDUCATIONAL AND CHARITABLE TRUST
"A I INTERNATIONAL SCHOOL, UPPAL JAGIR, NURMAHAL NAKODAR ROAD, NURMAHAL, DIST. JALANDHAR.",1631160,PUNJAB,JULLUNDUR,PANCHKULA,UPPAL JAGIR,144039,,9876313622,,01826244704,principal@aiisschool.com,,2008,"Apr 1, 2008",NEENA KAPOOR,,BA BED,5,15,Secondary School,Provisional,"Jan 4, 2017","Mar 31, 2020","ANAND ISHER INTERNATIONAL TRUST, NURMAHAL"
TIRTHANKAR MAHAVEER VIDYA MANDIR,330376,BIHAR,NALANDA,PATNA,"AT:- PURI, POST:- PAWAPURI, DIST.- NALANDA (BIHAR)",803115,,255240,,06112255172,mkkhushimanoj@gmail.com,http://www.veerayatanbihar.org,2007,"Apr 19, 2007",MANOJ KUMAR,0,"M.SC., PH.D., B.ED.",12,15,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2018",VEERAYATAN
MAHARSHI MEHI VIDYAPEETH,3430281,JHARKHAND,DHANBAD,PATNA,"LOHARDIH,KOLAKUSMA(HIRAK ROAD ,P.O-K.G.ASHRAM,DHANBAD-828109(JHARKHAND)",828109,,6001929,,03266001929,maharshimehi@gmail.com,,2005,"Apr 15, 2005",SHYAM NARAYAN SINGH,2,"M.SC,B.ED",10,7,Secondary School,Provisional,"Apr 1, 2016","Mar 31, 2021",MAHARISHI MEHI VIDYA VIKASH TRUST
ADITIYA BIRLA SENIOR SECONDARY SCHOOL,1030129,MADHYA PRADESH,UJJAIN,AJMER,"NEAR PETROL PUMP BIRLAGRAM NAGDA, DIST UJJAIN, MADHYA PRADESH",456331,07366,255173,07366255214,244114,yogesh.paliwal@adityabirla.com,,1986,"Mar 25, 1998",YOGESH PALIWAL,1,"M.A., M.ED., M.PHIL.PH.D.",10,18,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2021",GRASIM JAN KALYAN TRUST
VIVEKANAND VISION IDEAL PUBLIC SCHOOL,330425,BIHAR,AURANGABAD,PATNA,"BIGNANIKANAGAR,YARI,DEO-ANANDPURA ROAD ,AURANGABAD",824101,,7033826665,,,vvipf97@gmail.com,,2007,"Apr 2, 2007",NARENDRA KUMAR SINGH,0,MSC.,10,15,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",VIVEKANAND VISION INTEGRATED PEOPLES FOUNDATION
J S PUBLIC SCHOOL,2132726,UTTAR PRADESH,CHANDAULI,ALLAHABAD,"VILL. KASIMPUR, POST PACHOKHAR",232101,,8127043333,,,rajneeshraghavjs@gmail.com,,2013,"Apr 11, 2013",RAJNEESH RAGHAV,0,PH.D,3,9,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2020",JHAMAR SINGH EDUCATIONAL TRUST
ST. MATTHEW'S PUBLIC SCHOOL,2730629,DELHI,NEW DELHI,DELHI,"A-6, PASCHIM VIHAR",110063,01482,01125266019,241465,,smpschool@gmail.com,http://www.smpspv.com,1981,"Oct 1, 1981",ANITA SETHI,1,"M.A., B.ED",27,27,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",ST. MATTHEW''S PUBLIC SCHOOL
GURU NANAK PUBLIC SCHOOL,1630001,PUNJAB,LUDHIANA,PANCHKULA,SARABHA NAGAR LUDHIANA PUNJAB,141001,0161,2457764,2450058,2456349,gnpschool.principal@gmail.com,http://www.gnpschool.g,1976,"Apr 4, 1976",MONA SINGH,2,"M.A.,B.ED",7,,Senior Secondary,Provisional,"Apr 1, 2014","Mar 31, 2019",GURU NANAK PUBLIC SCHOOL TRUST
THE BRIGADE SCHOOL AT MALLESWARAM,830692,KARNATAKA,BANGALORE,CHENNAI,"NO. 26/1, WARD NO. 9A RAJAJINAGAR EXTENSION MALLESWARAM WEST",560055,,08041148397,,,coordinator@brigadeschools.org,http://www.brigadeschools.org,2003,"Jun 1, 2011",ANURADHA BENEGAL,,M.A. B. ED.,10,15,Middle Class,Provisional,"Apr 1, 2016","Mar 31, 2019",BRIGADE FOUNDATION
AMRITA VIDYALAYAM,930676,KERALA,KOZHIKODE,TRIVANDRUM,PERUVATHUR PO KOILANDY KOZHIKODE DISTT KERALA,673620,04962,2621460,2421525,08214287207,avmkoyilandy@gmail.com,http://www.bgscentralschool.org,1999,"Jun 3, 2002",SAI CHITRA M,2,"M.A.,M.ED.",8,16,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",MATA AMRITANANDAMARI TRUST
SCHOLARS CONVENT,1130381,MAHARASHTRA,AMRAVATI,CHENNAI,"NEAR DASARA MAIDAN, BADNERA ROAD, AMRAVATI",444601,,2566721,,,sshende62@gmail.com,,2008,"Jul 4, 2008",SADHANA HARIBHAU BHAGHMARE,0,M.SC. B.ED.,1,8,Secondary School,Provisional,"Apr 1, 2017","Mar 31, 2022","SHREE SHAIKSHANIK & SAMAJIK BAHUDDESHIYA SANSTHA, NAGPUR"
KENDRIYA VIDYALAYA NO 2,2100020,UTTAR PRADESH,MATHURA,ALLAHABAD,REFINERY NAGAR MATHURA UTTAR PRADESH,281006,03788,2436171,,,subodh_agnihotri@rediffmail.com,,1977,"Apr 30, 2014",SUBODH KUMAR AGNIHOTRI,1,,,,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",KENDRIYA VIDYALAYA SANGATHAN
MODERN PUBLIC SCHOOL,1730048,RAJASTHAN,ALWAR,AJMER,P O BOX NO 2 BHIWADI DISTT ALWAR RAJASTHAN,301019,0821,512686,2597,545985,tapati5253@gmail.com,http://www.jbnss.org,1985,"Jun 1, 2001",TAPATI CHATTERJEE,1,MA ECONOMICS,5,8,Senior Secondary,Provisional,"Apr 1, 2013","Mar 31, 2018",MODEL PUBLIC SCHOOL SOCIETY BHIWADI BHIWADI
"PROGRESSIVE ACADEMY,",1030505,MADHYA PRADESH,JHABUA,AJMER,"HANUMANGARH ROAD,PETLAWAD, JHABUA-457773",457773,040,265775,3055658,,sksingh10103@gmail.com,,2003,"Jul 1, 2003",S K SINGH,1,"B.SC., B.ED.",5,12,Senior Secondary,Provisional,"Apr 1, 2016","Mar 31, 2019","REGIONAL EDUCATION SOCIETY,"
ASHOKA PUBLIC SCHOOL,3330191,CHATTISGARH,RAIGARH,BHUBANESWAR,"RAIPUR ROAD SARANGAH, RAIGARH",496445,,233905,,,jashbant.26@gmail.com,,2008,"Apr 1, 2008",JASHABANTA MISHRA,0,M.A B.ED,7,12,Senior Secondary,Provisional,"Apr 1, 2015","Mar 31, 2018",SHRI TROLK CHAND AGRAWAL SHIKHAN SAMITI
G.D.GOENKA PUBLIC SCHOOL,530994,HARYANA,PANIPAT,PANCHKULA,"JATTAL, ASSANDH ROAD",132103,,8059999990,,,principal@gdgoenkapanipat.com,http://www.gdgoenkapanipat.com,2011,"Apr 4, 2011",VINAY KUMAR VERMA,0,"B.A (HONS) , M.A , B.ED",17,29,Senior Secondary,Provisional,"Apr 1, 2017","Mar 31, 2022",LALA CHUNI LAL JAIN CHARITABLE TRUST
AUXILIUM CONVENT SCHOOL,2430034,WEST BENGAL,,BHUBANESWAR,NEW CHUMTA P.O. VIA SUKNA SILIGURI DISTT. DARJEELING WEST BENGAL,734701,,2575397,,,auxnewschool@yahoo.in,,1984,,INNOCENTIA JOJO,0,,,,Secondary School,Provisional,"Apr 1, 2013","Mar 31, 2018",THE SALESIAN SISTERS
