id,rated,turns,victory_status,winner,increment_code,opening_name
7lQl1pLL,TRUE,36,resign,white,15+5,Scotch Game: Schmidt Variation
m2VMqNxl,TRUE,73,resign,black,15+5,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense
9NOjSBCT,TRUE,33,resign,black,15+0,Ruy Lopez: Closed Variations |  Yates Variation |  Short Attack
zgeFBhrc,TRUE,24,resign,white,20+0,Queen's Gambit Refused: Marshall Defense
IxrGTHy1,TRUE,32,draw,draw,20+15,French Defense: Burn Variation
gzEgrUKO,TRUE,68,resign,white,12+0,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
nwbun3Jw,TRUE,65,resign,white,15+0,Italian Game: Scotch Gambit |  de Riviere Defense
0WMiQL4a,TRUE,60,resign,white,20+0,Four Knights Game: Italian Variation
RwKpsH9y,TRUE,47,resign,black,10+5,Sicilian Defense: Kan Variation |  Wing Attack
L5kXOMi3,TRUE,49,resign,white,15+10,Ruy Lopez: Closed Variations |  Martinez Variation
UByusFX4,TRUE,53,mate,white,20+0,Queen's Pawn Game: Colle System
gUmnDSwx,TRUE,51,resign,black,10+8,Sicilian Defense: Flohr Variation
KoF76pFq,TRUE,56,outoftime,black,14+8,Philidor Defense
S25mmjLL,TRUE,82,resign,white,15+10,Italian Game: Two Knights Defense |  Modern Bishop's Opening
ePXCD390,TRUE,29,resign,white,15+10,Ruy Lopez: Noah's Ark Trap
xMS1jleV,TRUE,102,resign,black,15+7,Four Knights Game: Scotch Variation Accepted
e6445o0w,TRUE,94,resign,black,15+0,Ruy Lopez: Open Variations |  Howell Attack #2
jXJlViKg,TRUE,25,resign,white,10+5,Four Knights Game: Italian Variation
w7sl8w3S,TRUE,26,resign,white,20+0,Gruenfeld Defense: Exchange Variation
iKT0TtWr,TRUE,60,mate,black,15+1,Philidor Defense: Exchange Variation
H3kJWvTz,TRUE,71,resign,black,180+0,Scotch Game
mrygvdDw,TRUE,41,mate,white,45+0,King's Gambit Accepted |  Bishop's Gambit |  Bogoljubov Variation
aureDRCW,TRUE,52,resign,white,15+1,Queen's Gambit Refused: Marshall Defense
1XV6WCtF,TRUE,58,resign,white,30+8,Ruy Lopez: Morphy Defense |  Tarrasch Variation
1eoeDhl1,TRUE,19,resign,white,15+10,Scotch Game: Haxo Gambit
sjJXBh9q,TRUE,66,draw,draw,30+10,Scandinavian Defense: Anderssen Counterattack |  Goteborg System
lJ77EG2g,TRUE,40,resign,black,20+0,Four Knights Game: Italian Variation
RnUg9lNl,TRUE,75,resign,black,90+0,Ruy Lopez: Closed Variations |  Flohr System
ACpPb5Ib,TRUE,56,resign,black,15+0,Ruy Lopez: Fianchetto Defense
sUDxproI,TRUE,48,resign,black,10+5,Ruy Lopez: Closed
Ynkys6V3,TRUE,50,resign,white,10+5,King's Indian Defense: Normal Variation
eo3Vnld8,TRUE,40,resign,black,8+0,Ruy Lopez
gxG8xX0g,TRUE,34,resign,white,90+0,Italian Game: Two Knights Defense |  Modern Bishop's Opening
CkIKEiO5,TRUE,37,resign,black,20+0,Pirc Defense #5
byHkZVFi,TRUE,59,resign,white,10+0,Ruy Lopez: Exchange Variation
JLxVM7YF,TRUE,73,mate,white,12+0,Gruenfeld Defense: Three Knights Variation #2
WBgCVveR,TRUE,41,outoftime,white,8+0,Philidor Defense: Exchange Variation #2
TMeWFCLt,TRUE,112,resign,black,10+0,French Defense #2
QysOsL9N,TRUE,56,resign,black,10+0,Van Geet Opening: Sicilian Two Knights
u88kT8Dm,TRUE,64,outoftime,black,10+0,English Opening: Symmetrical Variation
rBrVmnev,TRUE,89,mate,white,6+3,Bird Opening
vJYbmByx,TRUE,74,mate,black,6+3,Scandinavian Defense
WnnaCfWu,TRUE,32,outoftime,black,4+8,King's Pawn Game: Macleod Attack
uqveYMiO,TRUE,31,outoftime,white,4+8,Caro-Kann Defense
DTSZIvdP,TRUE,87,resign,white,5+9,Queen's Pawn
UtgxJp5p,TRUE,79,resign,white,4+8,King's Gambit
2Xl2plkX,TRUE,114,resign,black,4+8,French Defense: Advance Variation #4
s0oxkzeq,TRUE,37,mate,white,4+8,French Defense: Advance Variation #2
FEgZmqD5,TRUE,102,resign,black,4+8,Philidor Defense #2
vOhKxAjo,TRUE,82,mate,black,8+3,Russian Game: Urusov Gambit
ySB5GooP,FALSE,50,mate,black,5+8,Queen's Pawn Game
Ff3lRupy,FALSE,110,draw,draw,10+5,Sicilian Defense: Closed Variation
rk4f02Ey,FALSE,48,outoftime,black,10+5,Sicilian Defense: Closed Variation
pjke10PB,FALSE,40,resign,black,10+5,Sicilian Defense: Canal-Sokolsky Attack
Z1itK2fZ,FALSE,94,mate,black,10+5,Sodium Attack
7CkoT5ea,FALSE,57,resign,black,10+5,Sicilian Defense #2
H2kbnMj9,TRUE,165,outoftime,white,10+0,Indian Game
X5qppUyl,TRUE,139,outoftime,draw,10+0,Indian Game
M5gKgZE9,TRUE,78,mate,black,10+0,Ware Defense
NOqYRjIX,FALSE,94,draw,draw,10+0,Caro-Kann Defense: Advance Variation
0YtMmCrd,FALSE,38,resign,black,10+0,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack
ONUQ8gPQ,TRUE,3,draw,draw,10+0,Queen's Pawn
G6VKivDE,TRUE,85,resign,white,10+0,Slav Defense #2
OvpzATGs,FALSE,48,mate,black,15+0,Center Game #2
VoFu0pRq,FALSE,52,mate,black,8+0,Indian Game
rDb9TFiX,FALSE,53,resign,white,8+0,Slav Defense: Exchange Variation
JnoltEDM,TRUE,115,mate,white,10+0,Queen's Gambit Declined
6FbtL1V5,TRUE,85,resign,white,10+0,Slav Defense: Modern Line
tZiBvPYz,TRUE,56,resign,black,10+0,King's Indian Defense: Normal Variation |  King's Knight Variation
WzPl2j8p,FALSE,42,mate,black,10+0,Italian Game: Two Knights Defense |  Fried Liver Attack
gyAWeakV,TRUE,45,resign,white,10+0,Caro-Kann Defense: Exchange Variation
kLQdMwN1,TRUE,164,outoftime,draw,10+0,Queen's Pawn
S5hniAGK,TRUE,43,resign,white,10+0,Queen's Gambit Declined: Charousek (Petrosian) Variation
2pc5FX1T,TRUE,101,mate,white,10+0,English Defense
oIuR15SF,FALSE,121,draw,draw,10+0,Van't Kruijs Opening
S3DTELFP,FALSE,80,mate,black,10+0,Indian Game: East Indian Defense
yqbT5neO,FALSE,32,resign,black,10+0,Caro-Kann Defense: Advance Variation
TLsgJKkX,FALSE,88,mate,black,10+0,Elephant Gambit: Maroczy Gambit
7EPSvftW,FALSE,106,resign,black,8+0,Caro-Kann Defense: Two Knights Attack
mKVHKZPI,FALSE,48,resign,white,9+0,Dutch Defense
c6Sna8fi,FALSE,89,resign,white,10+0,Queen's Gambit Declined: Normal Defense
1ofeO2HY,TRUE,54,resign,black,10+0,Queen's Gambit Accepted: Old Variation
Igp6EEL4,FALSE,77,mate,white,9+0,Bird Opening: Dutch Variation
DMLkRVHy,TRUE,94,outoftime,black,10+0,Englund Gambit
DayPmf7b,FALSE,147,mate,white,10+0,Caro-Kann Defense: Advance Variation
3JkXSw8v,FALSE,63,resign,white,10+0,Queen's Gambit Declined: Normal Defense
OJvedTqM,TRUE,61,mate,white,5+5,Scandinavian Defense: Mieses-Kotroc Variation
G0v47gjY,TRUE,62,mate,black,5+8,Sicilian Defense: Closed Variation
Ztj95d5y,TRUE,65,mate,white,10+2,Scandinavian Defense: Main Line
zr2YNz1Y,TRUE,52,outoftime,black,5+8,King's Pawn Game: McConnell Defense
99S0SgsV,TRUE,11,resign,white,5+8,French Defense #2
8wdxIATj,TRUE,14,resign,black,5+8,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit
yriSMTMo,TRUE,65,resign,white,5+8,French Defense: Perseus Gambit
fJNMIh3Z,TRUE,102,resign,black,11+0,Horwitz Defense
ZgkgfcvW,TRUE,48,resign,black,11+0,Scandinavian Defense
KaJa48UJ,TRUE,49,resign,white,11+0,Old Benoni Defense
z6fEQE3w,TRUE,49,resign,white,12+0,Queen's Pawn
ERkRVkmJ,TRUE,47,mate,white,15+0,Horwitz Defense
n0P9iCn7,TRUE,62,mate,black,8+2,Queen's Pawn Game: Stonewall Attack
cnDebFJR,TRUE,66,mate,black,10+0,Indian Game
hy0kprTi,TRUE,90,resign,black,10+0,Indian Game
GaGoYzaA,TRUE,44,resign,black,10+0,Modern Defense
gxRokvhO,TRUE,89,resign,black,10+0,Sicilian Defense: Alapin Variation
qvoMv041,TRUE,92,outoftime,black,5+8,Sicilian Defense: Snyder Variation
aiCAlBKR,FALSE,31,resign,white,14+0,Queen's Gambit Accepted: Central Variation |  Greco Variation
fZMlgLwA,TRUE,30,resign,black,30+5,Sicilian Defense: Hyperaccelerated Dragon
oibBYYto,TRUE,59,resign,white,5+5,Sicilian Defense: Closed Variation |  Fianchetto Variation
PQoFzEUf,TRUE,18,resign,white,5+8,Polish Opening
twpeZNoy,FALSE,155,outoftime,white,15+8,Indian Game: Anti-Nimzo-Indian
qOhHwH0M,TRUE,61,resign,white,15+10,Sicilian Defense: Bowdler Attack
EiFxOLw5,FALSE,59,resign,white,5+8,Sicilian Defense: Accelerated Dragon
eZQgfBqQ,TRUE,13,resign,white,15+1,Horwitz Defense
WthQtCro,FALSE,58,resign,black,15+0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
YoaDvXKo,FALSE,69,resign,white,15+0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
5oqhjRu4,FALSE,87,draw,draw,15+0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
Tk5Hrua4,FALSE,122,resign,black,15+0,Sicilian Defense: Bowdler Attack
Fhdzg9uv,FALSE,24,resign,black,15+0,Bird Opening: Sturm Gambit
VR8X0ao5,FALSE,117,resign,white,15+0,Caro-Kann Defense
TAbkuzDm,FALSE,62,resign,black,15+0,Caro-Kann Defense: Advance Variation |  Bronstein Variation
nQIrTjdH,TRUE,84,resign,black,8+0,Indian Game: Tartakower Attack
cNJpO4mt,TRUE,44,resign,black,10+0,Caro-Kann Defense
9sxBhj4V,FALSE,63,outoftime,white,5+5,Sicilian Defense: French Variation
io5dzZiv,TRUE,43,resign,white,10+1,King's Indian Defense: Normal Variation |  King's Knight Variation
hDv2R6BT,TRUE,26,resign,black,10+0,Four Knights Game: Spanish Variation
GlXEsTe7,TRUE,24,resign,black,10+0,Ruy Lopez: Berlin Defense #2
6h0G6j1R,TRUE,23,resign,white,10+0,Ruy Lopez: Morphy Defense |  Caro Variation
gdtCoSCp,TRUE,58,resign,black,10+1,Queen's Gambit Refused: Marshall Defense
FxT1Bgfr,TRUE,69,resign,white,10+0,Pirc Defense: Classical Variation
UithcC2Y,TRUE,36,mate,black,10+0,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation
5cOae8z6,TRUE,66,resign,black,10+0,English Opening: Anglo-Indian Defense |  Queen's Knight Variation
kouj7vzk,TRUE,29,resign,white,10+0,Sicilian Defense: Open
D9UOt6qm,TRUE,88,resign,black,10+4,Sicilian Defense: Smith-Morra Gambit #2
aYtANhIr,TRUE,42,mate,black,10+0,French Defense: Winawer Variation |  Delayed Exchange Variation
aqxXX3WP,TRUE,77,outoftime,white,10+0,Sicilian Defense: Bowdler Attack
NTQol79s,TRUE,15,resign,black,10+0,Russian Game: Three Knights Game
d64SWOI4,TRUE,47,mate,white,10+0,Scandinavian Defense: Mieses-Kotroc Variation
vPmUfx98,TRUE,84,resign,black,10+0,London System
lEMbjIVj,TRUE,43,mate,white,10+0,Pirc Defense #5
CLCmAakC,TRUE,33,resign,white,10+0,King's Indian Defense: Makogonov Variation
n6wUxvSC,TRUE,45,resign,white,10+0,King's Indian Defense: Larsen Variation
6pP25Aqh,TRUE,29,resign,black,10+0,Ruy Lopez: Steinitz Defense
r3PrBblO,TRUE,49,resign,white,10+1,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
sca1xK3a,TRUE,33,resign,white,10+0,Ruy Lopez: Morphy Defense |  Steinitz Deferred
8IIoLziL,TRUE,51,resign,black,10+0,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
gq5rkMNe,TRUE,41,mate,white,10+0,Indian Game
qqd8hfis,TRUE,22,resign,white,10+0,Four Knights Game: Spanish Variation |  Classical Variation
j9bTTV88,TRUE,22,resign,black,10+0,Scandinavian Defense: Mieses-Kotroc Variation
yhlqqmAc,TRUE,58,resign,black,10+0,Scandinavian Defense: Blackburne Gambit
mdwujX7l,TRUE,92,mate,black,10+0,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
JUwbUJPz,TRUE,76,resign,black,10+0,Philidor Defense #3
wEfC8XgQ,TRUE,47,resign,white,10+0,Sicilian Defense: Najdorf Variation |  English Attack
7mvjWMep,TRUE,23,resign,white,10+0,Pirc Defense #3
9gCuEDpa,TRUE,146,draw,draw,10+0,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
VCfBDk7Y,TRUE,90,mate,black,15+15,Indian Game: West Indian Defense
HMO6u0Cy,TRUE,34,resign,white,15+15,Ruy Lopez: Morphy Defense #2
AQiErv2V,TRUE,27,resign,white,10+0,Russian Game: Urusov Gambit
umcyEyqd,TRUE,52,resign,black,10+0,King's Indian Defense: Larsen Variation
mfXD0AL6,TRUE,97,resign,white,10+0,King's Pawn Game: King's Head Opening #2
AxazxFl2,TRUE,80,resign,black,10+0,St. George Defense
XyWLwvaf,TRUE,20,mate,black,10+0,Amar Opening
ildA8Fp8,TRUE,18,outoftime,black,30+0,Pirc Defense: Classical Variation
22tW8ArG,FALSE,5,outoftime,white,11+7,Anderssen Opening
snhF54Py,TRUE,40,resign,white,10+10,Nimzowitsch Defense
puTB7LWh,TRUE,5,resign,white,3+9,Amar Opening
Q2x9DXz4,FALSE,71,outoftime,white,0+180,Reti Opening
6LNVAWHv,FALSE,13,outoftime,white,16+8,Zukertort Opening: Basman Defense
AbWNNin8,FALSE,97,resign,white,16+8,Van Geet Opening
lG80eRz9,TRUE,114,mate,black,5+15,French Defense: Winawer Variation |  Advance Variation
sM9kM0wE,TRUE,86,outoftime,black,10+0,Sicilian Defense: Najdorf Variation
A5X5WZBJ,TRUE,53,resign,white,7+7,Russian Game: Three Knights Game
Db8r6BRA,TRUE,127,resign,white,10+0,Gruenfeld Defense: Three Knights Variation |  Burille Variation
g5GsCu9c,TRUE,92,resign,black,10+0,French Defense: Reti-Spielmann Attack
NXyWhvji,TRUE,81,outoftime,white,7+7,Italian Game: Anti-Fried Liver Defense
P9JF4Rav,TRUE,45,resign,white,15+0,Sicilian Defense: Canal-Sokolsky Attack
XHf0bz8h,TRUE,79,resign,white,15+0,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation
zEWTkqYd,TRUE,34,resign,black,15+0,French Defense: Reti-Spielmann Attack
tMrlRj6H,TRUE,83,resign,white,10+0,Nimzowitsch Defense
W5TyBb6p,TRUE,92,resign,black,15+2,Three Knights Opening: Winawer Defense
qNzJsU0x,FALSE,65,outoftime,white,15+0,Sicilian Defense #2
VG2uaC3K,TRUE,66,resign,black,5+5,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
AlsPBB7X,TRUE,72,resign,black,12+0,French Defense: Reti-Spielmann Attack
Qf1k90mE,TRUE,102,outoftime,black,8+0,Caro-Kann Defense
R8bmQGx9,TRUE,31,resign,white,6+4,King's Knight Opening
a4CSG0tH,TRUE,45,mate,white,10+10,Center Game #2
8jTABmIR,TRUE,32,mate,black,10+0,King's Pawn Game: Tortoise Opening
muiAFOVl,FALSE,57,resign,white,5+5,Pirc Defense #4
Kvs4ElAL,FALSE,4,resign,white,10+10,Gedult's Opening
REfxHHD0,FALSE,50,resign,black,5+5,Pirc Defense #3
CeZDZc0g,FALSE,55,resign,white,15+5,Slav Defense: Quiet Variation
ePVFyN9y,FALSE,45,resign,black,5+6,Giuoco Piano
yCUXaARs,FALSE,27,resign,white,10+0,Sicilian Defense: Hyperaccelerated Fianchetto
cVirlOkG,FALSE,59,outoftime,white,10+1,Benoni Defense: Old Benoni
unNCAAzT,TRUE,11,outoftime,white,10+0,Russian Game: Urusov Gambit
0fqbuNwq,TRUE,7,resign,white,15+0,Philidor Defense #3
JdI7WuGI,TRUE,126,mate,black,25+30,Alekhine Defense: Scandinavian Variation
7dwko668,FALSE,69,mate,white,30+0,King's Pawn Game: Leonardis Variation
SzAZIZqu,TRUE,49,mate,white,12+9,Alekhine Defense
9lovnw5E,TRUE,40,mate,black,12+9,Nimzo-Larsen Attack: Indian Variation
A12OLEfT,TRUE,51,resign,white,12+9,Scandinavian Defense
8vCB2JF1,FALSE,39,mate,white,10+0,Scandinavian Defense: Mieses-Kotroc Variation
1dpUH7SR,TRUE,85,resign,white,14+5,Queen's Pawn Game #2
1F6lftEX,TRUE,64,resign,white,20+0,Russian Game: Damiano Variation
R7gra2BG,TRUE,10,resign,black,20+0,Modern Defense
ZPC5uB7w,TRUE,13,resign,white,20+0,King's Pawn Game: Damiano Defense
3PXGO6tK,TRUE,78,mate,black,20+0,King's Pawn Game: Clam Variation |  King's Gambit Reversed
XNFwX8dj,TRUE,21,resign,white,20+0,Queen's Pawn Game: Mason Attack
8flC8xAs,TRUE,31,resign,white,5+8,Philidor Defense #3
lVS9uNQj,TRUE,65,outoftime,white,5+8,Philidor Defense #3
HRGjyK32,FALSE,41,resign,white,25+0,Italian Game: Two Knights Defense |  Modern Bishop's Opening
guIt4MTW,FALSE,54,mate,black,25+0,Sicilian Defense: Closed Variation |  Traditional
Mp3t2Q8D,FALSE,108,outoftime,draw,25+0,Sicilian Defense: Closed Variation |  Traditional
7dQmpIJQ,FALSE,139,outoftime,white,8+0,Bird Opening: Dutch Variation
5LCbCpeo,FALSE,162,outoftime,black,8+0,Sicilian Defense: Old Sicilian
McanhBAU,TRUE,76,resign,white,10+2,Sicilian Defense #2
mhxTYPrg,TRUE,30,outoftime,black,10+10,Ruy Lopez
nfeAc1Cz,TRUE,45,resign,white,10+2,Sicilian Defense
qbK48KHH,TRUE,115,resign,white,5+5,Horwitz Defense
bUOzxnpp,TRUE,71,resign,white,10+5,Ruy Lopez: Steinitz Defense
UVOXUoqA,TRUE,29,outoftime,white,8+10,Ruy Lopez: Classical Variation
FVJkBv3w,TRUE,115,resign,white,10+0,King's Pawn Game: Dresden Opening
eSX81pzG,TRUE,97,resign,black,10+0,Nimzo-Larsen Attack: Modern Variation #2
KLkiMIOc,TRUE,36,resign,black,10+0,Ruy Lopez: Berlin Defense #2
ijnrtJ09,TRUE,55,resign,black,10+3,Sicilian Defense: McDonnell Attack
5CFdyoUL,TRUE,62,resign,white,15+8,Pirc Defense #4
nLz361qJ,TRUE,52,resign,black,25+0,Philidor Defense: Hanham Variation
YAM5gJHu,TRUE,62,mate,black,7+5,Horwitz Defense
RjmWOWzW,TRUE,36,resign,black,15+3,Queen's Pawn Game: Franco-Sicilian Defense
K3ARfviR,TRUE,68,mate,black,15+3,Zukertort Opening: Pirc Invitation
4KfrlxPd,TRUE,50,resign,black,10+0,Goldsmith Defense
HmkdlQ0w,TRUE,34,resign,black,5+8,Philidor Defense #2
jH7C6aEi,TRUE,30,resign,black,5+5,Russian Game: Damiano Variation
MPcwauiB,TRUE,29,resign,black,5+5,Sicilian Defense: Staunton-Cochrane Variation
fatseONM,TRUE,63,resign,white,8+0,Sicilian Defense: Open #3
x1ob2Pt3,TRUE,22,outoftime,black,10+5,Sicilian Defense: Smith-Morra Gambit #2
FcIi1dAV,TRUE,30,resign,white,15+3,Sicilian Defense: Staunton-Cochrane Variation
Bj5ER5su,TRUE,56,mate,black,10+5,Sicilian Defense: Closed Variation
GXuBktGn,TRUE,37,resign,white,19+2,Sicilian Defense: Open #3
3Lk8VJ0k,TRUE,99,resign,white,30+0,Scandinavian Defense: Mieses-Kotroc Variation
8orgjuBU,TRUE,16,resign,black,30+0,Sicilian Defense
18HDTKYJ,TRUE,78,mate,black,25+0,Ponziani Opening: Jaenisch Counterattack
k1MKgtqK,TRUE,81,resign,black,9+4,King's Pawn Game: Nimzowitsch Defense
ZvZV7mJk,TRUE,115,mate,white,8+3,Philidor Defense #2
cD3RJTko,TRUE,31,mate,white,8+3,Sicilian Defense
r5Z1EbZq,TRUE,32,mate,black,10+2,Sicilian Defense: Bowdler Attack
l3HlCynZ,TRUE,54,mate,black,10+7,French Defense: Normal Variation
vNhqiSmP,FALSE,18,resign,white,5+8,Philidor Defense
dPILkUfp,FALSE,26,resign,black,11+10,Slav Defense: Modern
XWCCNA4p,FALSE,11,resign,white,30+0,Ruy Lopez
fARHwh1J,FALSE,96,resign,black,15+10,Ruy Lopez: Morphy Defense |  Caro Variation
94PzrlSh,TRUE,42,mate,black,5+8,Caro-Kann Defense: Ulysses Gambit
CeQ4FJL4,TRUE,37,resign,white,5+8,King's Pawn Game: Leonardis Variation
gf71eoJM,TRUE,22,resign,white,10+35,Nimzowitsch Defense
livdjPVs,TRUE,53,mate,white,4+6,Bird Opening: From's Gambit
aG89PHk1,TRUE,62,mate,black,4+6,English Opening: Achilles-Omega Gambit
TLIJQzE0,TRUE,78,outoftime,black,5+8,Nimzowitsch Defense
Hs1oCzHv,TRUE,78,mate,black,10+0,Italian Game: Schilling-Kostic Gambit
NsEQlZ3B,FALSE,35,mate,white,15+30,Alekhine Defense
iZcneutS,TRUE,58,mate,black,14+8,King's Pawn Game
Pjq2zieD,TRUE,40,resign,black,4+7,Modern Defense
I4T8fHHn,TRUE,27,mate,white,4+7,Old Benoni Defense #2
oq3o27d7,TRUE,75,mate,white,20+8,Nimzowitsch Defense
8DVJjgDI,TRUE,24,mate,black,20+8,Alekhine Defense: Normal Variation
snbBQo3U,TRUE,7,mate,white,20+8,King's Pawn Game: Napoleon Attack
LqRGDmAn,TRUE,56,mate,black,5+5,English Opening: The Whale
hyHDCD1r,TRUE,12,resign,black,19+0,Bird Opening: From's Gambit
N1kfn0Pb,TRUE,9,mate,white,19+0,Lemming Defense
T7ZghMlH,TRUE,63,mate,white,10+0,Goldsmith Defense
EJZGW9Kx,TRUE,52,mate,black,10+0,Van Geet Opening: Reversed Nimzowitsch
PDEr3Wpq,TRUE,58,resign,black,10+0,King's Pawn Game: Leonardis Variation
KTlKXYu5,TRUE,74,outoftime,black,11+0,Sicilian Defense: Katalimov Variation
H1tXmciJ,FALSE,109,resign,white,5+8,Queen's Pawn Game: Zukertort Variation
aLUDO0OK,TRUE,85,outoftime,white,6+12,Caro-Kann Defense: Classical Variation
1tYloDlh,TRUE,23,resign,black,6+12,King's Gambit Accepted |  MacLeod Defense
LtLvya6k,TRUE,65,resign,white,8+0,Bishop's Opening
VWObpT2e,TRUE,64,resign,white,8+0,Bishop's Opening
8HWKvRd7,TRUE,37,mate,white,7+2,Elephant Gambit: Paulsen Countergambit
aK83TfkX,TRUE,45,resign,white,7+2,Four Knights Game: Gunsberg Variation
N51cavhn,TRUE,37,resign,black,12+0,English Opening: King's English Variation |  Reversed Closed Sicilian
faChBJ0t,TRUE,77,resign,black,10+0,Bird Opening
qb0Br04o,TRUE,129,mate,white,5+8,French Defense: Advance Variation #3
hQ2FqNFG,TRUE,119,resign,white,7+7,French Defense: Knight Variation
9XRW1lgJ,TRUE,79,mate,white,5+8,Scotch Game
hBUhm4jN,TRUE,62,resign,white,7+8,Queen's Pawn Game: Levitsky Attack
WcYA1L7S,FALSE,32,resign,white,8+8,Queen's Pawn Game
WszapulO,TRUE,114,resign,black,7+2,Four Knights Game: Gunsberg Variation
0yQZ76aS,TRUE,44,resign,black,10+0,Sicilian Defense: Delayed Alapin
t7MCFq3r,TRUE,75,mate,white,10+0,Sicilian Defense: Old Sicilian
i6nE1F1S,TRUE,57,resign,white,10+0,Sicilian Defense: Closed Variation |  Traditional
gxSm3Zp9,TRUE,65,resign,white,10+0,Sicilian Defense: Staunton-Cochrane Variation
6Adb2k3F,TRUE,106,resign,black,10+0,Gedult's Opening
H6xFMBLl,TRUE,76,resign,black,10+0,Sicilian Defense: Delayed Alapin
WwkpkV7P,TRUE,151,outoftime,white,10+0,Sicilian Defense: Bowdler Attack
Yvnv5jmg,TRUE,57,resign,white,8+0,Rat Defense: Small Center Defense
TjhhrFvM,TRUE,75,resign,white,8+0,Ruy Lopez: Steinitz Defense
u9Tl6RNG,TRUE,57,resign,black,8+0,Sicilian Defense: Old Sicilian
JEIqg0A2,TRUE,33,draw,draw,8+0,Ruy Lopez: Marshall Attack
wDdAr5cV,TRUE,152,outoftime,draw,8+0,Sicilian Defense: Old Sicilian
wCgk3Tno,TRUE,33,resign,white,8+0,Sicilian Defense: Closed Variation |  Traditional
SipCSO1G,TRUE,96,resign,black,8+0,Sicilian Defense: Alapin Variation
00dSgZj7,TRUE,114,resign,black,8+0,Sicilian Defense: Bowdler Attack
VgrpWPSJ,TRUE,67,resign,white,8+0,Ponziani Opening
xFSBK77D,TRUE,126,outoftime,black,8+0,Sicilian Defense: Alapin Variation
ihq8Mlwj,FALSE,27,resign,white,10+0,Sicilian Defense: Delayed Alapin
NE2n7AAP,TRUE,94,mate,black,8+0,Dutch Defense: Queen's Knight Variation
93zahHgP,TRUE,55,resign,white,8+0,Philidor Defense #2
ajyh9QoL,FALSE,116,resign,black,13+2,Sicilian Defense: Wing Gambit
TRktqq5h,FALSE,13,resign,white,13+2,Ponziani Opening: Jaenisch Counterattack
U9PMzlXg,TRUE,71,resign,white,5+10,Russian Game: Modern Attack |  Center Variation
VOmTxoSK,TRUE,57,resign,white,10+0,Zukertort Opening: Tennison Gambit
xJyhfWO9,TRUE,1,resign,white,10+0,King's Pawn
W2g5tr9m,TRUE,61,mate,white,8+0,Scotch Game: Lolli Variation
HCylVwnT,TRUE,22,resign,black,8+0,Sicilian Defense: Accelerated Dragon |  Modern Variation
Heof4taO,TRUE,50,resign,white,10+0,Nimzowitsch Defense: Williams Variation
uMVn5HRw,TRUE,24,draw,draw,10+0,Sicilian Defense: Closed Variation |  Fianchetto Variation
R0zvoILb,TRUE,33,resign,white,5+8,Caro-Kann Defense
Nqsugfp6,TRUE,58,resign,black,11+11,Caro-Kann Defense
UF540Neb,TRUE,49,mate,white,11+11,Queen's Gambit Refused: Marshall Defense
mZn0K0zd,TRUE,39,resign,white,10+8,Slav Defense
xG2B7deG,TRUE,34,mate,black,10+8,Queen's Gambit Refused: Austrian Defense
rzFaVyJj,TRUE,44,resign,black,15+0,Queen's Gambit Accepted
uWFmrfVY,TRUE,30,resign,black,5+8,Queen's Gambit Declined: Exchange Variation
StU9URj5,TRUE,50,mate,black,5+8,Englund Gambit Complex: Hartlaub-Charlick Gambit
vPVqBm1q,TRUE,88,outoftime,black,8+1,Queen's Pawn Game: Chigorin Variation
UFkXswno,TRUE,76,resign,black,10+0,Caro-Kann Defense
3XVTGy1e,TRUE,71,resign,white,10+0,Caro-Kann Defense
0jUOGBVG,TRUE,60,resign,black,5+8,Queen's Gambit Declined: Normal Defense
Kr0h8oA9,TRUE,49,resign,white,5+8,Caro-Kann Defense
lZw57Gfz,TRUE,103,resign,white,5+6,Caro-Kann Defense
7hY0j15B,FALSE,69,resign,black,10+8,Horwitz Defense
rN6BMxL5,TRUE,45,resign,black,10+3,Queen's Gambit Accepted
KYtSy3GE,TRUE,77,mate,white,5+8,Queen's Gambit Declined
DX1cVt7h,TRUE,101,resign,white,5+8,Caro-Kann Defense: Hillbilly Attack
7f2k2ZKy,TRUE,58,resign,white,15+0,Dutch Defense
tlZw9uen,TRUE,79,resign,white,15+15,Caro-Kann Defense
QkmvsFrc,FALSE,18,outoftime,black,16+8,Nimzowitsch Defense |  Declined Variation
hKngYu5f,TRUE,73,mate,white,10+10,Bishop's Opening: Boi Variation
hJ3orVeR,FALSE,3,resign,white,15+5,Sicilian Defense: Closed Variation
